Emotion,Text
0," Sure , I have . Will you join ? "
0," I will . You know , as a newcomer , I think it might be a good opportunity to get to know people from the other departments of our company in a more relaxed atmosphere . "
0, You are right . Our company ’ s Christmas party has always been an amazing occasion for everybody to relax and get to know each other better . It is also a time to make new friends and do some networking . 
0, I hope that it is not a formal one when the boss is there . 
0," No , it will not be formal at all . It is a fun time . You will love the game show . Please dress casually . Usually there is an over abandon of drinks , so be careful with that . "
0," Don ’ t worry , I can handle that . And I know if the boss is there , even it is an informal evening , it does not make a good impression to get totally drunk in front of him . "
0,"If the weatherman's predictions are accurate , it should rain tomorrow . "
0, I hope not . Then we'd have to reschedule our baseball game . 
0,"hi , Emily , do you know that guy over there ? "
0," The tall one ? Sure , that's Drive , he works with Lily . "
0, He is cute.What dose he do ? 
0," I'm not sure , he is a manager I think . "
6, Really ? Are you going to introduce us ? 
0," Well , he has already taken you know , that's his wife right there . "
0,You didn't ring me last night . You said you would . 
5, I'm sorry to have made you disappointed . 
0, That's all right . But why were you so rude to me at lunch . 
6," Was I ? Sorry , I didn ’ t mean to be . I do apologize . "
0, And why are you yarning now ? Are you bored ? 
0, Forgive me darling . I'm very tired . 
0,"Hi , Nicole . Did you have a good weekend ? "
0," Yes , I did . But I feel tired today . "
6, Really ? Why ? 
0," Well , on Saturday I cleaned the house and played tennis . Then on Sunday I hiked in the country . "
0," And I bet you studied , too . "
0, Yeah . I studied on Sunday evening . What about you ? 
0," Well , I didn't clean the house and I didn't study . I stayed in bed and watched TV . "
4," That sounds like fun , but did you exercise ? "
0, Sort of . I played golf on my computer ! 
0,There will be a parade to celebrate National Day this weekend . 
0, What's the route ? 
0, From Zhongshan Circus to City Bank . 
0, If only I could join it ! 
0,Excuse me . I'm afraid you're in my seat . You've moved my books . 
6," Oh , dear . "
0, You must have realized somebody was here . 
0," Oh , well , I looked around . There wasn't any other space . I waited a while and nobody came . I'm sorry if I've taken your place . "
0,What ’ s the life expectancy in your country ? 
0," I ’ m not sure , but probably about 75 years . How about in your country ? "
0," About 70 , I think . This newspaper article talks about the problems of an aging population . It ’ s a problem that will soon affect most of the world . "
0," I heard that the government might need to increase the retirement age , because otherwise there will not be enough workers to support the young and the elderly . "
0, Perhaps we need to have more babies ! Tina gave birth to a baby boy yesterday . 
4," Did she ? That ’ s great . However , if we have too many children , that will have a bad effect on the enviroment . "
0, How ’ s your son these days ? 
0," Oh , he ’ s fine . Kids seem to grow up very quickly nowadays . "
0, He ’ ll be a teenager before you know it ! Teenagers are often rebellious ! When do you mine it is a good age to have a child ? 
0," I had mine when I was 24 . that ’ s a little young . I ’ d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career . "
0," Yes , I think you ’ re right . I ’ m thinking about having a child , but not just yet . "
0, Is there a big generation gap between parents and their children in you country ? 
0," Yes , there is . Teenagers do not want to live traditional lives . They want to go out , have fun , and explore the world . They want to develop their own view of life . Parents usually try to discourage them , but they don ’ t often succeed . "
0, Parents usually give their children more freedom in my country . Sometimes they give them too much freedom . 
0," It ’ s almost impossible to get the right balance . If you are too strict , kids might ignore you . If you are too lenient , they might go wild . "
4,I'm going to Japan this year on vacation . 
4, Have you ever been to America ? 
4," No , but I'd really like to . "
4, You'd like it . 
4,"Hey , Mark , long time no see . "
4, Julie ! It's good to see you again . How have you been ? 
4, Great . I just got back from a week's vacation in Thailand . 
4, Really ? How was it ? 
4, Fantastic ! I didn't want to come back . 
4, I hear the beaches in Thailand are beautiful . 
4," They are . And not only that the people are friendly , but also the food is delicious , not to mention cheap . "
4, I do like Thai food . Did you see much of Bangkok ? 
4, Not much . I've got enough city life in Beijing . 
4, I know what you mean . I could use a vacation myself . 
4," Hey , wouldn't it be great if we could go to Thailand together sometime ? "
4," Yeah , it sure would . "
0,Could I see the manager please ? I have a complaint to make . 
0," Yes , I ’ m the manager here . What can I do for you , Madam ? "
0, Did you have the room checked before we move in ? 
0, Which room are you in ? 
0," 1808 . The toilet doesn ’ t work properly , the water doesn ’ t run in the shower . "
0, I ’ m awfully sorry to hear that . I ’ ll turn to it right away . 
4,"Congratulations , Vivian . You won the grand prize , again . "
4, Isn't it just great ! I just knew I'd win ! 
6, You did ? How ? Did you wear red underwear again this year ? 
0, Not only that ! 
0, Tell me ! Tell me ! What's your secret ? ! 
0," OK , OK . I'll whisper it to you , but you have to promise not to tell anyone ! "
6, What ? ! You did that ? ? ! ! ! 
0,We are going to the concert this evening . Will you join us . 
0, I'm very sorry I can't . 
0, Why not ? 
0, I've been snowed under with since my bosses away on business . 
0,"You'v been work here for nearly a month , how do you feel about the job ? "
0," Not bad.Thank you for your help . I am always busy with this job , I feel a bit tired . "
0," I had the same feeling when I first came to work here . but after a period of time , I feel better , I am sure you ' ll get used to this busy job . "
0," I also feel that work efficiency here is very high . and you have strong working ability and professional skill , it seems that you know all , that's really wonderful ! "
0," You know the phrase , the survival the fittest . We have no choices . "
0," That's right , I have to work hard . "
0,The music is on.May I have the pleasure to dance with you ? 
0," Sorry , I'm engaged for the foxtrot.Will the next Walls be all right ? "
0, Certainly . 
0,"Excuse me , is this seat taken ? "
0," No , please feel free . "
4, Thanks a lot . 
0, Do you work in Shanghai ? 
0, Yes I do . How about you ? 
0," No , I'm a tourist . This place is amazing ! It's much bigger than I imagined , and much more exciting ! There's so much to see here . "
0, You can say that again ! It's much more modern than people imagine . Where are you from ? 
0," Um , well let's see ... I'm from Kansas originally . A much quieter and more peaceful place than here , that's for sure ! "
